method,scenario_id,scenario,rep,N,n_X,sigma2_x,ATE_est,NDE_d1_est,NDE_d0_est,NIE_d1_est,NIE_d0_est,ATE_true,NDE_d1_true,NDE_d0_true,NIE_d1_true,NIE_d0_true,ATE_bias,NDE_d1_bias,NDE_d0_bias,NIE_d1_bias,NIE_d0_bias
lsem_oracleZ,1,N1000_nX10_sx1,12,1000,10,1,1.563332,1.129609,1.129609,0.433723,0.433723,1.707714,1.323999,1.132142,0.575573,0.383715,-0.144382,-0.194390,-0.002533,-0.141849,0.050008
lsem_oracleZ,1,N1000_nX10_sx1,13,1000,10,1,1.886191,1.375379,1.375379,0.510812,0.510812,1.698897,1.314633,1.122501,0.576396,0.384264,0.187293,0.060745,0.252877,-0.065584,0.126548
lsem_oracleZ,1,N1000_nX10_sx1,14,1000,10,1,1.689739,1.176271,1.176271,0.513467,0.513467,1.656659,1.273149,1.081394,0.575264,0.383510,0.033080,-0.096878,0.094877,-0.061797,0.129958
lsem_oracleZ,1,N1000_nX10_sx1,15,1000,10,1,1.878934,1.422949,1.422949,0.455985,0.455985,1.704277,1.320221,1.128193,0.576084,0.384056,0.174657,0.102728,0.294756,-0.120099,0.071929
lsem_oracleZ,1,N1000_nX10_sx1,16,1000,10,1,1.274452,0.878614,0.878614,0.395838,0.395838,1.703545,1.319200,1.127028,0.576517,0.384344,-0.429093,-0.440587,-0.248415,-0.180679,0.011494
lsem_oracleZ,1,N1000_nX10_sx1,17,1000,10,1,1.449544,1.058516,1.058516,0.391029,0.391029,1.693700,1.309708,1.117711,0.575989,0.383993,-0.244156,-0.251192,-0.059196,-0.184960,0.007036
lsem_oracleZ,1,N1000_nX10_sx1,18,1000,10,1,1.572034,1.150433,1.150433,0.421600,0.421600,1.721993,1.337795,1.145696,0.576297,0.384198,-0.149960,-0.187362,0.004738,-0.154697,0.037402
lsem_oracleZ,1,N1000_nX10_sx1,19,1000,10,1,1.765647,1.224130,1.224130,0.541516,0.541516,1.673038,1.289490,1.097716,0.575323,0.383548,0.092608,-0.065360,0.126414,-0.033806,0.157968
lsem_oracleZ,1,N1000_nX10_sx1,20,1000,10,1,1.882438,1.418620,1.418620,0.463818,0.463818,1.718395,1.334599,1.142701,0.575694,0.383796,0.164043,0.084021,0.275919,-0.111876,0.080022
lsem_oracleZ,1,N1000_nX10_sx1,21,1000,10,1,1.959328,1.442208,1.442208,0.517119,0.517119,1.719265,1.335321,1.143349,0.575916,0.383944,0.240063,0.106887,0.298859,-0.058797,0.133175
lsem_oracleZ,1,N1000_nX10_sx1,22,1000,10,1,1.558440,1.063905,1.063905,0.494535,0.494535,1.707391,1.323831,1.132051,0.575340,0.383560,-0.148951,-0.259926,-0.068146,-0.080805,0.110975
lsem_oracleZ,1,N1000_nX10_sx1,23,1000,10,1,1.750557,1.134176,1.134176,0.616381,0.616381,1.709506,1.325669,1.133751,0.575755,0.383837,0.041051,-0.191493,0.000425,0.040626,0.232544
lsem_oracleZ,1,N1000_nX10_sx1,24,1000,10,1,1.621667,1.138364,1.138364,0.483303,0.483303,1.669989,1.285924,1.093891,0.576098,0.384065,-0.048322,-0.147559,0.044473,-0.092795,0.099238
lsem_oracleZ,1,N1000_nX10_sx1,25,1000,10,1,1.840595,1.250337,1.250337,0.590257,0.590257,1.716406,1.333512,1.142066,0.574340,0.382894,0.124189,-0.083175,0.108272,0.015917,0.207364
lsem_oracleZ,1,N1000_nX10_sx1,26,1000,10,1,2.011227,1.435677,1.435677,0.575549,0.575549,1.724416,1.341115,1.149464,0.574952,0.383302,0.286810,0.094563,0.286214,0.000597,0.192248
lsem_oracleZ,1,N1000_nX10_sx1,27,1000,10,1,1.789412,1.182347,1.182347,0.607066,0.607066,1.725889,1.341841,1.149817,0.576073,0.384048,0.063523,-0.159494,0.032530,0.030993,0.223017
lsem_oracleZ,1,N1000_nX10_sx1,28,1000,10,1,1.846359,1.292664,1.292664,0.553695,0.553695,1.711447,1.327251,1.135152,0.576295,0.384197,0.134912,-0.034587,0.157511,-0.022600,0.169499
lsem_oracleZ,1,N1000_nX10_sx1,29,1000,10,1,1.699688,1.248869,1.248869,0.450820,0.450820,1.670588,1.286597,1.094602,0.575986,0.383991,0.029100,-0.037729,0.154267,-0.125167,0.066829
lsem_oracleZ,1,N1000_nX10_sx1,30,1000,10,1,1.568107,1.040042,1.040042,0.528065,0.528065,1.713034,1.329738,1.138089,0.574944,0.383296,-0.144927,-0.289696,-0.098047,-0.046880,0.144769
lsem_oracleZ,1,N1000_nX10_sx1,31,1000,10,1,1.335809,1.073597,1.073597,0.262212,0.262212,1.700429,1.316534,1.124587,0.575842,0.383895,-0.364620,-0.242937,-0.050990,-0.313630,-0.121683
lsem_oracleZ,1,N1000_nX10_sx1,32,1000,10,1,1.616057,1.235623,1.235623,0.380433,0.380433,1.693306,1.309868,1.118149,0.575157,0.383438,-0.077249,-0.074244,0.117475,-0.194724,-0.003005
lsem_oracleZ,1,N1000_nX10_sx1,33,1000,10,1,1.247861,0.862338,0.862338,0.385523,0.385523,1.682646,1.299067,1.107277,0.575368,0.383579,-0.434785,-0.436729,-0.244940,-0.189845,0.001944
lsem_oracleZ,1,N1000_nX10_sx1,34,1000,10,1,1.634180,1.217958,1.217958,0.416222,0.416222,1.697393,1.313635,1.121756,0.575637,0.383758,-0.063213,-0.095677,0.096202,-0.159415,0.032464
lsem_oracleZ,1,N1000_nX10_sx1,35,1000,10,1,1.629090,1.232973,1.232973,0.396116,0.396116,1.707402,1.323101,1.130950,0.576452,0.384302,-0.078312,-0.090127,0.102023,-0.180336,0.011815
lsem_oracleZ,1,N1000_nX10_sx1,36,1000,10,1,1.703119,1.138206,1.138206,0.564913,0.564913,1.692474,1.308142,1.115975,0.576499,0.384333,0.010645,-0.169935,0.022231,-0.011586,0.180580
lsem_oracleZ,1,N1000_nX10_sx1,37,1000,10,1,1.583155,1.175832,1.175832,0.407323,0.407323,1.677742,1.293866,1.101928,0.575815,0.383876,-0.094588,-0.118034,0.073904,-0.168492,0.023447
lsem_oracleZ,1,N1000_nX10_sx1,38,1000,10,1,1.958595,1.438584,1.438584,0.520011,0.520011,1.698164,1.314891,1.123254,0.574910,0.383273,0.260431,0.123693,0.315330,-0.054899,0.136738
lsem_oracleZ,1,N1000_nX10_sx1,39,1000,10,1,1.339813,0.979289,0.979289,0.360524,0.360524,1.691210,1.307210,1.115210,0.576000,0.384000,-0.351397,-0.327920,-0.135920,-0.215477,-0.023477
lsem_oracleZ,1,N1000_nX10_sx1,40,1000,10,1,1.567201,1.242345,1.242345,0.324855,0.324855,1.688053,1.303718,1.111550,0.576503,0.384335,-0.120852,-0.061372,0.130795,-0.251647,-0.059480
lsem_oracleZ,1,N1000_nX10_sx1,41,1000,10,1,1.641910,1.150740,1.150740,0.491170,0.491170,1.677903,1.293262,1.100942,0.576960,0.384640,-0.035992,-0.142522,0.049798,-0.085790,0.106530
lsem_oracleZ,1,N1000_nX10_sx1,42,1000,10,1,1.587058,1.166146,1.166146,0.420912,0.420912,1.703164,1.318877,1.126733,0.576432,0.384288,-0.116107,-0.152731,0.039413,-0.155520,0.036624
lsem_oracleZ,1,N1000_nX10_sx1,43,1000,10,1,1.600293,1.246982,1.246982,0.353310,0.353310,1.731179,1.347082,1.155034,0.576146,0.384097,-0.130886,-0.100100,0.091949,-0.222835,-0.030787
lsem_oracleZ,1,N1000_nX10_sx1,44,1000,10,1,1.822090,1.330069,1.330069,0.492021,0.492021,1.722610,1.338402,1.146298,0.576312,0.384208,0.099480,-0.008333,0.183771,-0.084291,0.107813
lsem_oracleZ,1,N1000_nX10_sx1,45,1000,10,1,1.627080,1.220121,1.220121,0.406958,0.406958,1.694046,1.311020,1.119507,0.574540,0.383026,-0.066966,-0.090898,0.100615,-0.167581,0.023932
lsem_oracleZ,1,N1000_nX10_sx1,46,1000,10,1,1.602408,1.215167,1.215167,0.387240,0.387240,1.697591,1.313713,1.121773,0.575818,0.383879,-0.095184,-0.098545,0.093394,-0.188578,0.003362
lsem_oracleZ,1,N1000_nX10_sx1,47,1000,10,1,1.498436,1.078112,1.078112,0.420324,0.420324,1.723506,1.339938,1.148155,0.575351,0.383567,-0.225070,-0.261826,-0.070043,-0.155027,0.036757
lsem_oracleZ,1,N1000_nX10_sx1,48,1000,10,1,1.710767,1.182438,1.182438,0.528329,0.528329,1.711434,1.327379,1.135352,0.576082,0.384054,-0.000667,-0.144941,0.047086,-0.047753,0.144274
lsem_oracleZ,1,N1000_nX10_sx1,49,1000,10,1,1.545091,1.144506,1.144506,0.400585,0.400585,1.739449,1.355365,1.163323,0.576126,0.384084,-0.194358,-0.210859,-0.018817,-0.175541,0.016501
lsem_oracleZ,1,N1000_nX10_sx1,50,1000,10,1,1.985252,1.303917,1.303917,0.681335,0.681335,1.708247,1.323617,1.131302,0.576946,0.384630,0.277005,-0.019700,0.172616,0.104389,0.296704
lsem_oracleZ,1,N1000_nX10_sx1,51,1000,10,1,1.932968,1.299604,1.299604,0.633364,0.633364,1.692711,1.309549,1.117969,0.574742,0.383162,0.240257,-0.009946,0.181635,0.058622,0.250203
lsem_oracleZ,1,N1000_nX10_sx1,52,1000,10,1,1.757484,1.355274,1.355274,0.402210,0.402210,1.687037,1.303005,1.110990,0.576047,0.384031,0.070447,0.052269,0.244284,-0.173837,0.018179
lsem_oracleZ,1,N1000_nX10_sx1,53,1000,10,1,1.755254,1.360189,1.360189,0.395065,0.395065,1.687590,1.303854,1.111987,0.575604,0.383736,0.067664,0.056334,0.248202,-0.180538,0.011329
lsem_oracleZ,1,N1000_nX10_sx1,54,1000,10,1,1.728997,1.243900,1.243900,0.485097,0.485097,1.709232,1.324969,1.132838,0.576393,0.384262,0.019766,-0.081069,0.111062,-0.091296,0.100835
lsem_oracleZ,1,N1000_nX10_sx1,55,1000,10,1,1.760894,1.391660,1.391660,0.369234,0.369234,1.701461,1.317384,1.125346,0.576115,0.384077,0.059434,0.074276,0.266314,-0.206881,-0.014843
lsem_oracleZ,1,N1000_nX10_sx1,56,1000,10,1,1.907026,1.524812,1.524812,0.382214,0.382214,1.721140,1.337533,1.145730,0.575410,0.383607,0.185886,0.187279,0.379082,-0.193196,-0.001393
lsem_oracleZ,1,N1000_nX10_sx1,57,1000,10,1,1.919687,1.414916,1.414916,0.504772,0.504772,1.714234,1.330566,1.138731,0.575503,0.383669,0.205453,0.084350,0.276184,-0.070731,0.121103
lsem_oracleZ,1,N1000_nX10_sx1,58,1000,10,1,1.818239,1.205163,1.205163,0.613076,0.613076,1.728199,1.344645,1.152868,0.575331,0.383554,0.090040,-0.139482,0.052295,0.037745,0.229522
lsem_oracleZ,1,N1000_nX10_sx1,59,1000,10,1,1.719596,1.223736,1.223736,0.495860,0.495860,1.719861,1.336015,1.144092,0.575769,0.383846,-0.000266,-0.112279,0.079644,-0.079909,0.112014
lsem_oracleZ,1,N1000_nX10_sx1,60,1000,10,1,1.312802,0.997278,0.997278,0.315523,0.315523,1.692382,1.308097,1.115955,0.576427,0.384284,-0.379580,-0.310819,-0.118677,-0.260903,-0.068761
lsem_oracleZ,1,N1000_nX10_sx1,61,1000,10,1,1.927283,1.455384,1.455384,0.471900,0.471900,1.727316,1.343951,1.152268,0.575048,0.383365,0.199967,0.111433,0.303115,-0.103148,0.088534
lsem_oracleZ,1,N1000_nX10_sx1,62,1000,10,1,2.064182,1.406027,1.406027,0.658154,0.658154,1.705759,1.321879,1.129939,0.575820,0.383880,0.358423,0.084149,0.276089,0.082335,0.274274
lsem_oracleZ,1,N1000_nX10_sx1,63,1000,10,1,1.669664,1.099587,1.099587,0.570077,0.570077,1.721276,1.337615,1.145784,0.575492,0.383661,-0.051612,-0.238028,-0.046197,-0.005415,0.186416
lsem_oracleZ,1,N1000_nX10_sx1,64,1000,10,1,1.835478,1.275149,1.275149,0.560329,0.560329,1.706450,1.322401,1.130377,0.576073,0.384049,0.129028,-0.047253,0.144772,-0.015744,0.176280
lsem_oracleZ,1,N1000_nX10_sx1,65,1000,10,1,1.633515,1.310838,1.310838,0.322678,0.322678,1.686428,1.302635,1.110739,0.575688,0.383792,-0.052912,0.008202,0.200098,-0.253011,-0.061115
lsem_oracleZ,1,N1000_nX10_sx1,66,1000,10,1,1.707016,1.189154,1.189154,0.517862,0.517862,1.702600,1.318398,1.126297,0.576303,0.384202,0.004416,-0.129244,0.062858,-0.058441,0.133660
lsem_oracleZ,1,N1000_nX10_sx1,67,1000,10,1,1.987540,1.228449,1.228449,0.759091,0.759091,1.690290,1.306610,1.114770,0.575520,0.383680,0.297250,-0.078161,0.113679,0.183571,0.375411
lsem_oracleZ,1,N1000_nX10_sx1,68,1000,10,1,2.162630,1.561508,1.561508,0.601122,0.601122,1.669825,1.286419,1.094716,0.575110,0.383406,0.492804,0.275089,0.466792,0.026012,0.217715
lsem_oracleZ,1,N1000_nX10_sx1,69,1000,10,1,1.444010,1.127920,1.127920,0.316090,0.316090,1.707173,1.323615,1.131836,0.575337,0.383558,-0.263163,-0.195695,-0.003916,-0.259247,-0.067468
lsem_oracleZ,1,N1000_nX10_sx1,70,1000,10,1,1.853713,1.363732,1.363732,0.489981,0.489981,1.719582,1.335994,1.144200,0.575382,0.383588,0.134131,0.027737,0.219532,-0.085401,0.106393
lsem_oracleZ,1,N1000_nX10_sx1,71,1000,10,1,1.766795,1.210740,1.210740,0.556055,0.556055,1.699940,1.315685,1.123558,0.576382,0.384255,0.066856,-0.104944,0.087183,-0.020327,0.171800
lsem_oracleZ,1,N1000_nX10_sx1,72,1000,10,1,1.728199,1.115070,1.115070,0.613129,0.613129,1.686482,1.303051,1.111335,0.575146,0.383431,0.041717,-0.187981,0.003735,0.037982,0.229698
lsem_oracleZ,1,N1000_nX10_sx1,73,1000,10,1,1.602855,1.187378,1.187378,0.415477,0.415477,1.694214,1.310634,1.118843,0.575371,0.383581,-0.091359,-0.123256,0.068535,-0.159894,0.031897
lsem_oracleZ,1,N1000_nX10_sx1,74,1000,10,1,1.805946,1.380242,1.380242,0.425704,0.425704,1.713168,1.328938,1.136823,0.576345,0.384230,0.092778,0.051303,0.243418,-0.150640,0.041475
lsem_oracleZ,1,N1000_nX10_sx1,75,1000,10,1,1.762572,1.246140,1.246140,0.516433,0.516433,1.707062,1.323157,1.131205,0.575856,0.383904,0.055510,-0.077018,0.114934,-0.059424,0.132528
lsem_oracleZ,1,N1000_nX10_sx1,76,1000,10,1,1.758098,1.227262,1.227262,0.530836,0.530836,1.686644,1.303392,1.111767,0.574877,0.383251,0.071454,-0.076131,0.115495,-0.044041,0.147585
lsem_oracleZ,1,N1000_nX10_sx1,77,1000,10,1,1.622719,0.987528,0.987528,0.635191,0.635191,1.701725,1.318403,1.126742,0.574983,0.383322,-0.079006,-0.330875,-0.139214,0.060208,0.251869
lsem_oracleZ,1,N1000_nX10_sx1,78,1000,10,1,1.765049,1.403327,1.403327,0.361722,0.361722,1.675111,1.291480,1.099665,0.575447,0.383631,0.089937,0.111847,0.303662,-0.213725,-0.021909
lsem_oracleZ,1,N1000_nX10_sx1,79,1000,10,1,1.692837,1.303995,1.303995,0.388842,0.388842,1.708290,1.324420,1.132484,0.575806,0.383870,-0.015453,-0.020425,0.171510,-0.186963,0.004972
lsem_oracleZ,1,N1000_nX10_sx1,80,1000,10,1,1.523072,1.131742,1.131742,0.391330,0.391330,1.733843,1.349886,1.157907,0.575936,0.383957,-0.210771,-0.218144,-0.026166,-0.184605,0.007373
lsem_oracleZ,1,N1000_nX10_sx1,81,1000,10,1,1.915819,1.366849,1.366849,0.548970,0.548970,1.696486,1.311865,1.119555,0.576931,0.384621,0.219333,0.054984,0.247295,-0.027961,0.164349
lsem_oracleZ,1,N1000_nX10_sx1,82,1000,10,1,1.663144,1.156937,1.156937,0.506208,0.506208,1.739584,1.355724,1.163794,0.575789,0.383860,-0.076439,-0.198788,-0.006858,-0.069582,0.122348
lsem_oracleZ,1,N1000_nX10_sx1,83,1000,10,1,1.343241,0.979047,0.979047,0.364195,0.364195,1.691521,1.307381,1.115310,0.576211,0.384141,-0.348280,-0.328334,-0.136264,-0.212016,-0.019946
lsem_oracleZ,1,N1000_nX10_sx1,84,1000,10,1,1.868972,1.293476,1.293476,0.575496,0.575496,1.687327,1.303570,1.111692,0.575635,0.383757,0.181645,-0.010095,0.181784,-0.000138,0.191740
lsem_oracleZ,1,N1000_nX10_sx1,85,1000,10,1,1.669693,1.088599,1.088599,0.581094,0.581094,1.712226,1.328717,1.136962,0.575264,0.383510,-0.042534,-0.240118,-0.048363,0.005830,0.197584
lsem_oracleZ,1,N1000_nX10_sx1,86,1000,10,1,1.902094,1.308702,1.308702,0.593393,0.593393,1.699133,1.315104,1.123089,0.576045,0.384030,0.202961,-0.006402,0.185613,0.017348,0.209363
lsem_oracleZ,1,N1000_nX10_sx1,87,1000,10,1,1.962565,1.500941,1.500941,0.461624,0.461624,1.725695,1.342036,1.150206,0.575489,0.383659,0.236870,0.158905,0.350735,-0.113864,0.077965
lsem_oracleZ,1,N1000_nX10_sx1,88,1000,10,1,1.501115,0.929568,0.929568,0.571546,0.571546,1.717128,1.333225,1.141274,0.575854,0.383903,-0.216013,-0.403657,-0.211706,-0.004308,0.187644
lsem_oracleZ,1,N1000_nX10_sx1,89,1000,10,1,1.480972,1.089114,1.089114,0.391858,0.391858,1.692518,1.308505,1.116498,0.576019,0.384013,-0.211546,-0.219391,-0.027384,-0.184162,0.007845
lsem_oracleZ,1,N1000_nX10_sx1,90,1000,10,1,1.976298,1.608378,1.608378,0.367920,0.367920,1.704626,1.321571,1.130044,0.574582,0.383055,0.271672,0.286806,0.478334,-0.206662,-0.015134
lsem_oracleZ,1,N1000_nX10_sx1,91,1000,10,1,1.581924,1.208578,1.208578,0.373346,0.373346,1.699108,1.315457,1.123631,0.575477,0.383652,-0.117184,-0.106878,0.084947,-0.202131,-0.010305
lsem_oracleZ,1,N1000_nX10_sx1,92,1000,10,1,1.527753,0.994094,0.994094,0.533659,0.533659,1.678525,1.294867,1.103038,0.575487,0.383658,-0.150772,-0.300773,-0.108944,-0.041828,0.150001
lsem_oracleZ,1,N1000_nX10_sx1,93,1000,10,1,1.787423,1.282815,1.282815,0.504607,0.504607,1.710981,1.327325,1.135498,0.575483,0.383655,0.076442,-0.044510,0.147318,-0.070876,0.120952
lsem_oracleZ,1,N1000_nX10_sx1,94,1000,10,1,1.282362,1.026574,1.026574,0.255788,0.255788,1.691067,1.307207,1.115278,0.575790,0.383860,-0.408706,-0.280633,-0.088704,-0.320002,-0.128072
lsem_oracleZ,1,N1000_nX10_sx1,95,1000,10,1,1.595615,1.195645,1.195645,0.399970,0.399970,1.698650,1.315032,1.123223,0.575427,0.383618,-0.103035,-0.119387,0.072422,-0.175458,0.016352
lsem_oracleZ,1,N1000_nX10_sx1,96,1000,10,1,1.922796,1.432862,1.432862,0.489934,0.489934,1.701299,1.317550,1.125675,0.575624,0.383749,0.221497,0.115312,0.307187,-0.085690,0.106185
lsem_oracleZ,1,N1000_nX10_sx1,97,1000,10,1,1.822977,1.342030,1.342030,0.480947,0.480947,1.684647,1.300461,1.108369,0.576278,0.384185,0.138330,0.041568,0.233661,-0.095331,0.096762
lsem_oracleZ,1,N1000_nX10_sx1,98,1000,10,1,1.808512,1.238125,1.238125,0.570387,0.570387,1.693948,1.310141,1.118237,0.575710,0.383807,0.114565,-0.072015,0.119888,-0.005323,0.186580
lsem_oracleZ,1,N1000_nX10_sx1,99,1000,10,1,1.605926,1.159546,1.159546,0.446380,0.446380,1.715760,1.331919,1.139999,0.575761,0.383841,-0.109834,-0.172373,0.019547,-0.129381,0.062539
lsem_oracleZ,1,N1000_nX10_sx1,100,1000,10,1,1.484044,1.025180,1.025180,0.458864,0.458864,1.693366,1.309610,1.117733,0.575633,0.383755,-0.209321,-0.284430,-0.092553,-0.116769,0.075109
lsem_oracleZ,5,N1000_nX10_sx3,1,1000,10,3,2.085223,1.512633,1.512633,0.572590,0.572590,1.706832,1.322873,1.130893,0.575938,0.383959,0.378392,0.189760,0.381740,-0.003348,0.188632
lsem_oracleZ,5,N1000_nX10_sx3,2,1000,10,3,1.749856,1.112470,1.112470,0.637387,0.637387,1.706011,1.322324,1.130480,0.575531,0.383687,0.043846,-0.209854,-0.018010,0.061856,0.253700
lsem_oracleZ,5,N1000_nX10_sx3,3,1000,10,3,2.183044,1.643083,1.643083,0.539961,0.539961,1.693506,1.309933,1.118146,0.575360,0.383573,0.489537,0.333150,0.524936,-0.035399,0.156388
lsem_oracleZ,5,N1000_nX10_sx3,4,1000,10,3,1.637205,1.283434,1.283434,0.353771,0.353771,1.695095,1.312059,1.120541,0.574554,0.383036,-0.057890,-0.028625,0.162892,-0.220782,-0.029265
lsem_oracleZ,5,N1000_nX10_sx3,5,1000,10,3,2.005083,1.386451,1.386451,0.618632,0.618632,1.706963,1.323309,1.131482,0.575481,0.383654,0.298120,0.063142,0.254968,0.043152,0.234979
lsem_oracleZ,5,N1000_nX10_sx3,6,1000,10,3,1.435344,0.867941,0.867941,0.567403,0.567403,1.660442,1.276489,1.084512,0.575930,0.383953,-0.225098,-0.408548,-0.216571,-0.008527,0.183449
lsem_oracleZ,5,N1000_nX10_sx3,7,1000,10,3,1.520030,1.043296,1.043296,0.476734,0.476734,1.708772,1.324907,1.132974,0.575797,0.383865,-0.188742,-0.281611,-0.089678,-0.099063,0.092869
lsem_oracleZ,5,N1000_nX10_sx3,8,1000,10,3,1.974306,1.309604,1.309604,0.664701,0.664701,1.712290,1.328766,1.137003,0.575287,0.383525,0.262016,-0.019161,0.172601,0.089415,0.281177
lsem_oracleZ,5,N1000_nX10_sx3,9,1000,10,3,1.654373,1.254111,1.254111,0.400262,0.400262,1.685928,1.302864,1.111332,0.574597,0.383064,-0.031555,-0.048753,0.142779,-0.174334,0.017198
lsem_oracleZ,5,N1000_nX10_sx3,10,1000,10,3,1.690772,1.304753,1.304753,0.386019,0.386019,1.710177,1.326526,1.134700,0.575478,0.383652,-0.019405,-0.021772,0.170054,-0.189459,0.002367
lsem_oracleZ,5,N1000_nX10_sx3,11,1000,10,3,1.958820,1.557227,1.557227,0.401593,0.401593,1.705068,1.321461,1.129657,0.575411,0.383607,0.253752,0.235766,0.427570,-0.173817,0.017986
lsem_oracleZ,5,N1000_nX10_sx3,12,1000,10,3,1.849607,1.187652,1.187652,0.661955,0.661955,1.675482,1.291355,1.099291,0.576191,0.384127,0.174125,-0.103702,0.088361,0.085764,0.277828
lsem_oracleZ,5,N1000_nX10_sx3,13,1000,10,3,1.732986,1.213735,1.213735,0.519251,0.519251,1.696466,1.313200,1.121567,0.574898,0.383265,0.036520,-0.099466,0.092167,-0.055647,0.135985
lsem_oracleZ,5,N1000_nX10_sx3,14,1000,10,3,1.256555,0.998874,0.998874,0.257681,0.257681,1.713809,1.329951,1.138022,0.575786,0.383858,-0.457254,-0.331077,-0.139148,-0.318106,-0.126177
lsem_oracleZ,5,N1000_nX10_sx3,15,1000,10,3,1.654856,1.075400,1.075400,0.579456,0.579456,1.691085,1.307005,1.114965,0.576120,0.384080,-0.036229,-0.231605,-0.039565,0.003336,0.195376
lsem_oracleZ,5,N1000_nX10_sx3,16,1000,10,3,1.945742,1.302484,1.302484,0.643259,0.643259,1.682606,1.298424,1.106333,0.576273,0.384182,0.263136,0.004059,0.196150,0.066986,0.259077
lsem_oracleZ,5,N1000_nX10_sx3,17,1000,10,3,1.827038,1.297940,1.297940,0.529098,0.529098,1.693848,1.310303,1.118531,0.575318,0.383545,0.133190,-0.012363,0.179410,-0.046219,0.145553
lsem_oracleZ,5,N1000_nX10_sx3,18,1000,10,3,1.242838,0.958112,0.958112,0.284726,0.284726,1.686177,1.302170,1.110166,0.576011,0.384007,-0.443340,-0.344058,-0.152054,-0.291285,-0.099282
lsem_oracleZ,5,N1000_nX10_sx3,19,1000,10,3,2.304612,1.764072,1.764072,0.540539,0.540539,1.700010,1.316188,1.124277,0.575733,0.383822,0.604601,0.447884,0.639795,-0.035194,0.156717
lsem_oracleZ,5,N1000_nX10_sx3,20,1000,10,3,1.885690,1.407817,1.407817,0.477873,0.477873,1.725723,1.341111,1.148805,0.576919,0.384612,0.159967,0.066706,0.259013,-0.099046,0.093260
lsem_oracleZ,5,N1000_nX10_sx3,21,1000,10,3,1.562051,1.082180,1.082180,0.479871,0.479871,1.730532,1.346139,1.153943,0.576589,0.384393,-0.168481,-0.263959,-0.071763,-0.096718,0.095478
lsem_oracleZ,5,N1000_nX10_sx3,22,1000,10,3,2.037731,1.571571,1.571571,0.466159,0.466159,1.708039,1.324198,1.132278,0.575761,0.383841,0.329691,0.247373,0.439293,-0.109602,0.082318
lsem_oracleZ,5,N1000_nX10_sx3,23,1000,10,3,1.512571,1.055868,1.055868,0.456704,0.456704,1.701822,1.317762,1.125732,0.576090,0.384060,-0.189250,-0.261894,-0.069864,-0.119386,0.072644
