method,scenario_id,scenario,rep,N,n_X,sigma2_x,ATE_est,NDE_d0_est,NIE_d1_est,NIE_d0_est,ATE_true,NDE_d0_true,NIE_d1_true,NIE_d0_true,ATE_bias,NDE_d0_bias,NIE_d1_bias,NIE_d0_bias,converged,first_10_loss,last_10_loss,last_10_loss_sd,relative_drop,relative_sd
cmavae,1,N1000_nX10_sx1,11,1000,10,1,1.543265,1.168025,0.375240,0.234167,1.713047,1.137038,0.576008,0.384006,-0.169782,0.030987,-0.200768,-0.149838,True,47.949913,19.922540,0.009062,0.584514,0.000455
cmavae,1,N1000_nX10_sx1,12,1000,10,1,1.396806,0.835926,0.560880,0.295927,1.707714,1.132142,0.575573,0.383715,-0.310908,-0.296216,-0.014692,-0.087788,True,46.707740,20.155831,0.014761,0.568469,0.000732
cmavae,1,N1000_nX10_sx1,13,1000,10,1,1.762327,1.097218,0.665108,0.373912,1.698897,1.122501,0.576396,0.384264,0.063429,-0.025283,0.088712,-0.010352,True,49.645332,20.143013,0.017662,0.594262,0.000877
cmavae,1,N1000_nX10_sx1,14,1000,10,1,1.833618,1.243409,0.590209,0.371270,1.656659,1.081394,0.575264,0.383510,0.176959,0.162014,0.014945,-0.012239,True,48.116101,20.072535,0.013435,0.582831,0.000669
cmavae,1,N1000_nX10_sx1,15,1000,10,1,1.629648,1.174674,0.454973,0.334070,1.704277,1.128193,0.576084,0.384056,-0.074629,0.046481,-0.121111,-0.049986,True,50.066716,20.046218,0.010401,0.599610,0.000519
cmavae,1,N1000_nX10_sx1,16,1000,10,1,1.492860,1.024081,0.468779,0.281510,1.703545,1.127028,0.576517,0.384344,-0.210684,-0.102947,-0.107737,-0.102835,True,50.454299,20.069762,0.018379,0.602219,0.000916
cmavae,1,N1000_nX10_sx1,17,1000,10,1,1.355449,0.907965,0.447484,0.269689,1.693700,1.117711,0.575989,0.383993,-0.338252,-0.209747,-0.128505,-0.114304,True,46.292167,20.109048,0.018104,0.565606,0.000900
cmavae,1,N1000_nX10_sx1,18,1000,10,1,1.497548,0.989106,0.508442,0.289289,1.721993,1.145696,0.576297,0.384198,-0.224445,-0.156590,-0.067856,-0.094909,True,45.767070,20.014792,0.009079,0.562681,0.000454
cmavae,1,N1000_nX10_sx1,19,1000,10,1,1.748605,1.219594,0.529011,0.372548,1.673038,1.097716,0.575323,0.383548,0.075567,0.121879,-0.046312,-0.011000,True,46.541508,19.953220,0.012098,0.571281,0.000606
cmavae,1,N1000_nX10_sx1,20,1000,10,1,1.660303,1.179260,0.481043,0.313385,1.718395,1.142701,0.575694,0.383796,-0.058092,0.036559,-0.094651,-0.070411,True,49.065374,20.213932,0.011229,0.588020,0.000555
cmavae,1,N1000_nX10_sx1,21,1000,10,1,1.794186,1.266278,0.527908,0.350327,1.719265,1.143349,0.575916,0.383944,0.074921,0.122929,-0.048008,-0.033617,True,50.098314,20.060282,0.018011,0.599582,0.000898
cmavae,1,N1000_nX10_sx1,22,1000,10,1,1.537508,0.941839,0.595669,0.381987,1.707391,1.132051,0.575340,0.383560,-0.169883,-0.190212,0.020329,-0.001573,True,45.356979,19.968109,0.005491,0.559757,0.000275
cmavae,1,N1000_nX10_sx1,23,1000,10,1,1.968308,1.287642,0.680667,0.469754,1.709506,1.133751,0.575755,0.383837,0.258802,0.153891,0.104911,0.085917,True,47.885233,20.145271,0.007125,0.579301,0.000354
cmavae,1,N1000_nX10_sx1,24,1000,10,1,1.667899,1.046486,0.621413,0.294741,1.669989,1.093891,0.576098,0.384065,-0.002090,-0.047405,0.045315,-0.089324,True,43.054645,20.089460,0.015766,0.533396,0.000785
cmavae,1,N1000_nX10_sx1,25,1000,10,1,1.839142,1.256656,0.582486,0.412824,1.716406,1.142066,0.574340,0.382894,0.122736,0.114590,0.008145,0.029930,True,52.975362,20.168555,0.011826,0.619284,0.000586
cmavae,1,N1000_nX10_sx1,26,1000,10,1,1.973668,1.306623,0.667045,0.434159,1.724416,1.149464,0.574952,0.383302,0.249252,0.157159,0.092093,0.050858,True,46.038366,20.368934,0.008515,0.557566,0.000418
cmavae,1,N1000_nX10_sx1,27,1000,10,1,1.713900,1.091757,0.622143,0.344003,1.725889,1.149817,0.576073,0.384048,-0.011989,-0.058060,0.046071,-0.040046,True,49.382943,20.293698,0.009042,0.589055,0.000446
cmavae,1,N1000_nX10_sx1,28,1000,10,1,1.914252,1.305205,0.609047,0.470038,1.711447,1.135152,0.576295,0.384197,0.202805,0.170053,0.032752,0.085841,True,50.365467,20.277619,0.011605,0.597390,0.000572
cmavae,1,N1000_nX10_sx1,29,1000,10,1,1.651884,1.171261,0.480623,0.338097,1.670588,1.094602,0.575986,0.383991,-0.018704,0.076659,-0.095363,-0.045894,True,45.930851,20.174215,0.010600,0.560770,0.000525
cmavae,1,N1000_nX10_sx1,30,1000,10,1,1.519012,0.966366,0.552646,0.363320,1.713034,1.138089,0.574944,0.383296,-0.194022,-0.171723,-0.022298,-0.019976,True,47.208138,19.959960,0.010534,0.577192,0.000528
cmavae,1,N1000_nX10_sx1,31,1000,10,1,1.424682,1.159007,0.265675,0.178929,1.700429,1.124587,0.575842,0.383895,-0.275747,0.034420,-0.310167,-0.204966,True,45.698370,20.022958,0.012614,0.561845,0.000630
cmavae,1,N1000_nX10_sx1,32,1000,10,1,1.532709,1.162333,0.370376,0.266053,1.693306,1.118149,0.575157,0.383438,-0.160597,0.044184,-0.204781,-0.117385,True,46.693941,20.120527,0.015022,0.569098,0.000747
cmavae,1,N1000_nX10_sx1,33,1000,10,1,1.385294,0.960360,0.424934,0.257810,1.682646,1.107277,0.575368,0.383579,-0.297352,-0.146917,-0.150435,-0.125769,True,46.882916,19.898610,0.017314,0.575568,0.000870
cmavae,1,N1000_nX10_sx1,34,1000,10,1,1.585264,1.127228,0.458036,0.291147,1.697393,1.121756,0.575637,0.383758,-0.112129,0.005472,-0.117601,-0.092611,True,46.593607,20.160091,0.009809,0.567321,0.000487
cmavae,1,N1000_nX10_sx1,35,1000,10,1,1.653622,1.135563,0.518059,0.321562,1.707402,1.130950,0.576452,0.384302,-0.053780,0.004613,-0.058393,-0.062740,True,48.408093,20.233995,0.009654,0.582012,0.000477
cmavae,1,N1000_nX10_sx1,36,1000,10,1,1.701011,1.060239,0.640772,0.356062,1.692474,1.115975,0.576499,0.384333,0.008536,-0.055736,0.064273,-0.028271,True,47.865773,20.134997,0.009372,0.579345,0.000465
cmavae,1,N1000_nX10_sx1,37,1000,10,1,1.582055,1.124225,0.457830,0.261120,1.677742,1.101928,0.575815,0.383876,-0.095687,0.022297,-0.117984,-0.122756,True,52.433781,20.172468,0.009737,0.615277,0.000483
cmavae,1,N1000_nX10_sx1,38,1000,10,1,1.888117,1.257629,0.630488,0.424169,1.698164,1.123254,0.574910,0.383273,0.189953,0.134376,0.055577,0.040895,True,48.160087,20.148596,0.015509,0.581633,0.000770
cmavae,1,N1000_nX10_sx1,39,1000,10,1,1.544829,1.091218,0.453611,0.296139,1.691210,1.115210,0.576000,0.384000,-0.146381,-0.023991,-0.122389,-0.087861,True,45.987201,20.103297,0.011716,0.562850,0.000583
cmavae,1,N1000_nX10_sx1,40,1000,10,1,1.750473,1.376443,0.374030,0.207165,1.688053,1.111550,0.576503,0.384335,0.062420,0.264893,-0.202473,-0.177170,True,52.363914,20.062336,0.011375,0.616867,0.000567
cmavae,1,N1000_nX10_sx1,41,1000,10,1,1.517469,1.088737,0.428732,0.305886,1.677903,1.100942,0.576960,0.384640,-0.160434,-0.012205,-0.148228,-0.078754,True,47.987220,20.324658,0.011680,0.576457,0.000575
cmavae,1,N1000_nX10_sx1,42,1000,10,1,1.655049,1.163990,0.491059,0.323462,1.703164,1.126733,0.576432,0.384288,-0.048115,0.037258,-0.085373,-0.060826,True,45.712736,19.995568,0.009484,0.562582,0.000474
cmavae,1,N1000_nX10_sx1,43,1000,10,1,1.794913,1.354565,0.440348,0.281927,1.731179,1.155034,0.576146,0.384097,0.063733,0.199531,-0.135798,-0.102170,True,47.681556,20.099959,0.012820,0.578454,0.000638
cmavae,1,N1000_nX10_sx1,44,1000,10,1,1.832423,1.308143,0.524280,0.305441,1.722610,1.146298,0.576312,0.384208,0.109813,0.161845,-0.052032,-0.078767,True,47.307185,20.232078,0.009590,0.572325,0.000474
cmavae,1,N1000_nX10_sx1,45,1000,10,1,1.553931,1.079072,0.474859,0.310166,1.694046,1.119507,0.574540,0.383026,-0.140115,-0.040434,-0.099681,-0.072861,True,45.722234,19.958643,0.010881,0.563481,0.000545
cmavae,1,N1000_nX10_sx1,46,1000,10,1,1.711993,1.304858,0.407135,0.307496,1.697591,1.121773,0.575818,0.383879,0.014401,0.183085,-0.168683,-0.076383,True,49.950372,20.100335,0.007679,0.597594,0.000382
cmavae,1,N1000_nX10_sx1,47,1000,10,1,1.631864,1.131534,0.500330,0.294015,1.723506,1.148155,0.575351,0.383567,-0.091642,-0.016621,-0.075021,-0.089553,True,47.405816,19.918006,0.016912,0.579840,0.000849
cmavae,1,N1000_nX10_sx1,48,1000,10,1,1.592557,1.063879,0.528678,0.355758,1.711434,1.135352,0.576082,0.384054,-0.118877,-0.071473,-0.047404,-0.028297,True,48.061812,20.211609,0.005697,0.579466,0.000282
cmavae,1,N1000_nX10_sx1,49,1000,10,1,1.508995,1.103526,0.405470,0.243445,1.739449,1.163323,0.576126,0.384084,-0.230453,-0.059797,-0.170657,-0.140639,True,47.892096,20.138681,0.006956,0.579499,0.000345
cmavae,1,N1000_nX10_sx1,50,1000,10,1,2.001172,1.314718,0.686454,0.492028,1.708247,1.131302,0.576946,0.384630,0.292925,0.183417,0.109508,0.107398,True,49.571729,20.285823,0.009759,0.590778,0.000481
cmavae,1,N1000_nX10_sx1,51,1000,10,1,1.802287,1.073893,0.728394,0.397696,1.692711,1.117969,0.574742,0.383162,0.109576,-0.044076,0.153652,0.014535,True,47.851349,20.118150,0.009731,0.579570,0.000484
cmavae,1,N1000_nX10_sx1,52,1000,10,1,1.678075,1.185607,0.492467,0.295121,1.687037,1.110990,0.576047,0.384031,-0.008962,0.074618,-0.083580,-0.088910,True,49.064804,20.130180,0.009145,0.589723,0.000454
cmavae,1,N1000_nX10_sx1,53,1000,10,1,1.369784,0.948491,0.421293,0.203937,1.687590,1.111987,0.575604,0.383736,-0.317806,-0.163496,-0.154310,-0.179799,True,49.032741,20.051635,0.018843,0.591056,0.000940
cmavae,1,N1000_nX10_sx1,54,1000,10,1,1.607981,1.116501,0.491480,0.362615,1.709232,1.132838,0.576393,0.384262,-0.101251,-0.016337,-0.084913,-0.021647,True,49.522364,20.139501,0.009490,0.593325,0.000471
cmavae,1,N1000_nX10_sx1,55,1000,10,1,1.668257,1.244615,0.423642,0.234572,1.701461,1.125346,0.576115,0.384077,-0.033203,0.119269,-0.152473,-0.149505,True,45.717731,20.290220,0.007579,0.556185,0.000374
cmavae,1,N1000_nX10_sx1,56,1000,10,1,1.950731,1.516088,0.434642,0.290605,1.721140,1.145730,0.575410,0.383607,0.229591,0.370359,-0.140768,-0.093001,True,48.896063,20.181223,0.016253,0.587263,0.000805
cmavae,1,N1000_nX10_sx1,57,1000,10,1,1.860734,1.264307,0.596427,0.363122,1.714234,1.138731,0.575503,0.383669,0.146499,0.125575,0.020924,-0.020547,True,49.367546,20.126217,0.013348,0.592319,0.000663
cmavae,1,N1000_nX10_sx1,58,1000,10,1,1.776671,1.182176,0.594495,0.367798,1.728199,1.152868,0.575331,0.383554,0.048472,0.029309,0.019164,-0.015756,True,47.152777,19.901315,0.013978,0.577940,0.000702
cmavae,1,N1000_nX10_sx1,59,1000,10,1,1.690782,1.116488,0.574294,0.330969,1.719861,1.144092,0.575769,0.383846,-0.029080,-0.027604,-0.001475,-0.052877,True,47.313687,20.092957,0.015913,0.575325,0.000792
cmavae,1,N1000_nX10_sx1,60,1000,10,1,1.347306,0.977656,0.369651,0.231472,1.692382,1.115955,0.576427,0.384284,-0.345075,-0.138300,-0.206776,-0.152812,True,46.408874,19.934921,0.016168,0.570450,0.000811
cmavae,1,N1000_nX10_sx1,61,1000,10,1,1.999719,1.458295,0.541424,0.321860,1.727316,1.152268,0.575048,0.383365,0.272403,0.306027,-0.033624,-0.061506,True,48.406984,20.205658,0.010956,0.582588,0.000542
cmavae,1,N1000_nX10_sx1,62,1000,10,1,1.831277,1.138722,0.692555,0.504274,1.705759,1.129939,0.575820,0.383880,0.125518,0.008783,0.116735,0.120394,True,48.523994,20.068630,0.012968,0.586418,0.000646
cmavae,1,N1000_nX10_sx1,63,1000,10,1,1.477494,0.938048,0.539446,0.414422,1.721276,1.145784,0.575492,0.383661,-0.243782,-0.207736,-0.036046,0.030760,True,46.939217,20.171043,0.012811,0.570273,0.000635
cmavae,1,N1000_nX10_sx1,64,1000,10,1,1.836992,1.150248,0.686744,0.428075,1.706450,1.130377,0.576073,0.384049,0.130542,0.019871,0.110671,0.044026,True,50.195927,20.185050,0.012667,0.597875,0.000628
cmavae,1,N1000_nX10_sx1,65,1000,10,1,1.465032,1.046314,0.418718,0.223130,1.686428,1.110739,0.575688,0.383792,-0.221395,-0.064425,-0.156971,-0.160662,True,43.463116,19.972069,0.014015,0.540482,0.000702
cmavae,1,N1000_nX10_sx1,66,1000,10,1,1.643302,1.129308,0.513994,0.393190,1.702600,1.126297,0.576303,0.384202,-0.059298,0.003011,-0.062309,0.008987,True,50.939149,20.306080,0.010008,0.601366,0.000493
cmavae,1,N1000_nX10_sx1,67,1000,10,1,1.971004,1.144720,0.826284,0.630471,1.690290,1.114770,0.575520,0.383680,0.280714,0.029950,0.250764,0.246791,True,47.034222,20.316826,0.004937,0.568042,0.000243
cmavae,1,N1000_nX10_sx1,68,1000,10,1,2.004232,1.307790,0.696442,0.425853,1.669825,1.094716,0.575110,0.383406,0.334407,0.213074,0.121333,0.042447,True,45.015275,19.804911,0.012241,0.560040,0.000618
cmavae,1,N1000_nX10_sx1,69,1000,10,1,1.551530,1.217620,0.333910,0.230392,1.707173,1.131836,0.575337,0.383558,-0.155642,0.085785,-0.241427,-0.153166,True,45.388513,19.896833,0.011238,0.561633,0.000565
cmavae,1,N1000_nX10_sx1,70,1000,10,1,1.727699,1.183592,0.544107,0.381595,1.719582,1.144200,0.575382,0.383588,0.008117,0.039392,-0.031275,-0.001993,True,49.302843,20.069619,0.010092,0.592932,0.000503
cmavae,1,N1000_nX10_sx1,71,1000,10,1,1.619183,0.981911,0.637272,0.435833,1.699940,1.123558,0.576382,0.384255,-0.080757,-0.141647,0.060890,0.051578,True,46.936804,19.960434,0.023161,0.574738,0.001160
cmavae,1,N1000_nX10_sx1,72,1000,10,1,1.707988,0.985039,0.722948,0.445805,1.686482,1.111335,0.575146,0.383431,0.021506,-0.126296,0.147802,0.062375,True,47.204557,20.145076,0.008263,0.573239,0.000410
cmavae,1,N1000_nX10_sx1,73,1000,10,1,1.638750,1.148182,0.490568,0.303262,1.694214,1.118843,0.575371,0.383581,-0.055464,0.029339,-0.084803,-0.080319,True,46.287830,20.150022,0.012296,0.564680,0.000610
cmavae,1,N1000_nX10_sx1,74,1000,10,1,1.789186,1.322498,0.466688,0.332778,1.713168,1.136823,0.576345,0.384230,0.076018,0.185675,-0.109657,-0.051452,True,50.135986,19.779000,0.006828,0.605493,0.000345
cmavae,1,N1000_nX10_sx1,75,1000,10,1,1.723188,1.134959,0.588229,0.360047,1.707062,1.131205,0.575856,0.383904,0.016126,0.003754,0.012373,-0.023857,True,46.970843,20.055732,0.016756,0.573017,0.000835
cmavae,1,N1000_nX10_sx1,76,1000,10,1,1.832126,1.204030,0.628096,0.370689,1.686644,1.111767,0.574877,0.383251,0.145483,0.092263,0.053219,-0.012562,True,47.355344,19.870090,0.010357,0.580404,0.000521
cmavae,1,N1000_nX10_sx1,77,1000,10,1,1.699216,1.028361,0.670855,0.458482,1.701725,1.126742,0.574983,0.383322,-0.002509,-0.098381,0.095872,0.075160,True,47.800467,20.160414,0.007918,0.578238,0.000393
cmavae,1,N1000_nX10_sx1,78,1000,10,1,1.597059,1.121449,0.475610,0.315767,1.675111,1.099665,0.575447,0.383631,-0.078053,0.021784,-0.099837,-0.067864,True,50.884128,20.015393,0.008689,0.606648,0.000434
cmavae,1,N1000_nX10_sx1,79,1000,10,1,1.840632,1.336087,0.504545,0.291849,1.708290,1.132484,0.575806,0.383870,0.132342,0.203603,-0.071260,-0.092022,True,48.990469,19.887474,0.009982,0.594054,0.000502
cmavae,1,N1000_nX10_sx1,80,1000,10,1,1.661400,1.192625,0.468776,0.304541,1.733843,1.157907,0.575936,0.383957,-0.072443,0.034717,-0.107160,-0.079416,True,47.980695,19.927050,0.007746,0.584686,0.000389
cmavae,1,N1000_nX10_sx1,81,1000,10,1,1.941292,1.253028,0.688264,0.390969,1.696486,1.119555,0.576931,0.384621,0.244806,0.133473,0.111333,0.006348,True,51.487541,20.143212,0.013237,0.608775,0.000657
cmavae,1,N1000_nX10_sx1,82,1000,10,1,1.832124,1.227895,0.604229,0.388905,1.739584,1.163794,0.575789,0.383860,0.092541,0.064101,0.028440,0.005045,True,51.064344,20.216707,0.008756,0.604093,0.000433
cmavae,1,N1000_nX10_sx1,83,1000,10,1,1.421925,1.039176,0.382749,0.271211,1.691521,1.115310,0.576211,0.384141,-0.269596,-0.076134,-0.193462,-0.112930,True,48.489300,19.965563,0.017658,0.588248,0.000884
cmavae,1,N1000_nX10_sx1,84,1000,10,1,1.838524,1.204165,0.634359,0.350885,1.687327,1.111692,0.575635,0.383757,0.151197,0.092473,0.058724,-0.032872,True,48.632802,20.034532,0.018474,0.588045,0.000922
cmavae,1,N1000_nX10_sx1,85,1000,10,1,1.780116,1.191426,0.588690,0.463588,1.712226,1.136962,0.575264,0.383510,0.067889,0.054464,0.013426,0.080079,True,47.059061,19.804342,0.012680,0.579160,0.000640
cmavae,1,N1000_nX10_sx1,86,1000,10,1,1.824563,1.207638,0.616924,0.389984,1.699133,1.123089,0.576045,0.384030,0.125429,0.084549,0.040880,0.005954,True,49.421561,20.185801,0.015067,0.591559,0.000746
cmavae,1,N1000_nX10_sx1,87,1000,10,1,2.093138,1.560903,0.532235,0.323523,1.725695,1.150206,0.575489,0.383659,0.367443,0.410696,-0.043254,-0.060137,True,49.239459,20.102889,0.010517,0.591732,0.000523
cmavae,1,N1000_nX10_sx1,88,1000,10,1,1.854597,1.186105,0.668493,0.377211,1.717128,1.141274,0.575854,0.383903,0.137469,0.044831,0.092639,-0.006692,True,53.588386,20.037922,0.016612,0.626077,0.000829
cmavae,1,N1000_nX10_sx1,89,1000,10,1,1.438197,0.973596,0.464601,0.319278,1.692518,1.116498,0.576019,0.384013,-0.254320,-0.142902,-0.111418,-0.064735,True,46.507893,20.068038,0.012365,0.568503,0.000616
cmavae,1,N1000_nX10_sx1,90,1000,10,1,1.874765,1.442903,0.431861,0.260539,1.704626,1.130044,0.574582,0.383055,0.170139,0.312859,-0.142720,-0.122515,True,46.549789,20.141201,0.014160,0.567319,0.000703
cmavae,1,N1000_nX10_sx1,91,1000,10,1,1.551657,1.052920,0.498737,0.254808,1.699108,1.123631,0.575477,0.383652,-0.147451,-0.070710,-0.076741,-0.128844,True,46.651944,20.052405,0.007682,0.570170,0.000383
cmavae,1,N1000_nX10_sx1,92,1000,10,1,1.345830,0.800040,0.545790,0.339080,1.678525,1.103038,0.575487,0.383658,-0.332695,-0.302998,-0.029697,-0.044577,True,46.895222,20.250224,0.006377,0.568182,0.000315
cmavae,1,N1000_nX10_sx1,93,1000,10,1,1.622552,1.095234,0.527319,0.289812,1.710981,1.135498,0.575483,0.383655,-0.088428,-0.040264,-0.048164,-0.093843,True,48.039378,20.128623,0.004542,0.580997,0.000226
cmavae,1,N1000_nX10_sx1,94,1000,10,1,1.268914,1.015517,0.253396,0.168637,1.691067,1.115278,0.575790,0.383860,-0.422153,-0.099760,-0.322393,-0.215223,True,48.344805,20.098966,0.014069,0.584258,0.000700
cmavae,1,N1000_nX10_sx1,95,1000,10,1,1.641604,1.180886,0.460719,0.294982,1.698650,1.123223,0.575427,0.383618,-0.057046,0.057663,-0.114709,-0.088636,True,48.071010,20.081055,0.010436,0.582263,0.000520
cmavae,1,N1000_nX10_sx1,96,1000,10,1,1.798780,1.210819,0.587961,0.374033,1.701299,1.125675,0.575624,0.383749,0.097481,0.085143,0.012338,-0.009716,True,47.540881,20.038494,0.013465,0.578500,0.000672
cmavae,1,N1000_nX10_sx1,97,1000,10,1,1.693126,1.134255,0.558871,0.324955,1.684647,1.108369,0.576278,0.384185,0.008479,0.025887,-0.017407,-0.059230,True,50.278011,20.203155,0.020300,0.598171,0.001005
cmavae,1,N1000_nX10_sx1,98,1000,10,1,1.852624,1.199633,0.652991,0.425406,1.693948,1.118237,0.575710,0.383807,0.158677,0.081396,0.077281,0.041599,True,48.684835,20.043973,0.011336,0.588291,0.000566
cmavae,1,N1000_nX10_sx1,99,1000,10,1,1.599718,1.175236,0.424483,0.301700,1.715760,1.139999,0.575761,0.383841,-0.116042,0.035237,-0.151278,-0.082141,True,48.830753,20.058060,0.012968,0.589233,0.000647
cmavae,1,N1000_nX10_sx1,100,1000,10,1,1.602032,1.111908,0.490124,0.278826,1.693366,1.117733,0.575633,0.383755,-0.091333,-0.005825,-0.085508,-0.104929,True,48.965143,20.084017,0.011003,0.589830,0.000548
cmavae,5,N1000_nX10_sx3,1,1000,10,3,2.140348,1.496999,0.643349,0.369731,1.706832,1.130893,0.575938,0.383959,0.433517,0.366106,0.067411,-0.014228,True,61.537758,22.042732,0.012810,0.641802,0.000581
cmavae,5,N1000_nX10_sx3,2,1000,10,3,1.821171,1.116285,0.704885,0.476521,1.706011,1.130480,0.575531,0.383687,0.115160,-0.014195,0.129355,0.092834,True,69.617222,21.879798,0.008668,0.685713,0.000396
cmavae,5,N1000_nX10_sx3,3,1000,10,3,1.938222,1.269957,0.668265,0.449212,1.693506,1.118146,0.575360,0.383573,0.244716,0.151811,0.092905,0.065638,True,71.058427,21.943974,0.014812,0.691184,0.000675
cmavae,5,N1000_nX10_sx3,4,1000,10,3,1.745975,1.310718,0.435257,0.173698,1.695095,1.120541,0.574554,0.383036,0.050880,0.190177,-0.139297,-0.209338,True,63.067867,21.753681,0.012052,0.655075,0.000554
cmavae,5,N1000_nX10_sx3,5,1000,10,3,2.149199,1.411594,0.737605,0.572377,1.706963,1.131482,0.575481,0.383654,0.442236,0.280112,0.162124,0.188723,True,73.240444,21.745403,0.013686,0.703096,0.000629
cmavae,5,N1000_nX10_sx3,6,1000,10,3,1.962224,1.376169,0.586055,0.366887,1.660442,1.084512,0.575930,0.383953,0.301782,0.291657,0.010126,-0.017066,True,62.724790,21.701392,0.011239,0.654022,0.000518
cmavae,5,N1000_nX10_sx3,7,1000,10,3,1.888580,1.389467,0.499114,0.346230,1.708772,1.132974,0.575797,0.383865,0.179809,0.256492,-0.076684,-0.037635,True,67.136882,21.840489,0.018454,0.674687,0.000845
cmavae,5,N1000_nX10_sx3,8,1000,10,3,2.018846,1.335956,0.682889,0.396286,1.712290,1.137003,0.575287,0.383525,0.306555,0.198953,0.107602,0.012761,True,77.047475,22.052167,0.017709,0.713785,0.000803
cmavae,5,N1000_nX10_sx3,9,1000,10,3,1.932501,1.364566,0.567935,0.312950,1.685928,1.111332,0.574597,0.383064,0.246573,0.253234,-0.006662,-0.070114,True,63.400519,21.667155,0.015669,0.658250,0.000723
cmavae,5,N1000_nX10_sx3,10,1000,10,3,1.820710,1.313443,0.507267,0.281606,1.710177,1.134700,0.575478,0.383652,0.110533,0.178743,-0.068210,-0.102046,True,62.530753,21.792002,0.012621,0.651499,0.000579
cmavae,5,N1000_nX10_sx3,11,1000,10,3,1.937201,1.423107,0.514093,0.302302,1.705068,1.129657,0.575411,0.383607,0.232133,0.293450,-0.061317,-0.081305,True,70.591149,21.814155,0.012491,0.690979,0.000573
cmavae,5,N1000_nX10_sx3,12,1000,10,3,2.055404,1.455717,0.599687,0.471454,1.675482,1.099291,0.576191,0.384127,0.379922,0.356426,0.023496,0.087327,True,64.934748,21.756297,0.016038,0.664951,0.000737
cmavae,5,N1000_nX10_sx3,13,1000,10,3,1.959666,1.408248,0.551418,0.375712,1.696466,1.121567,0.574898,0.383265,0.263200,0.286681,-0.023480,-0.007554,True,72.403178,21.676712,0.010928,0.700611,0.000504
cmavae,5,N1000_nX10_sx3,14,1000,10,3,1.361202,1.009413,0.351790,0.251861,1.713809,1.138022,0.575786,0.383858,-0.352607,-0.128610,-0.223997,-0.131997,True,61.858194,21.700015,0.008877,0.649197,0.000409
cmavae,5,N1000_nX10_sx3,15,1000,10,3,1.931912,1.282799,0.649113,0.463336,1.691085,1.114965,0.576120,0.384080,0.240827,0.167834,0.072992,0.079256,True,69.769855,21.806822,0.016252,0.687446,0.000745
cmavae,5,N1000_nX10_sx3,16,1000,10,3,1.829882,1.054112,0.775770,0.577795,1.682606,1.106333,0.576273,0.384182,0.147276,-0.052221,0.199497,0.193614,True,67.686065,21.889936,0.012552,0.676596,0.000573
