method,scenario_id,scenario,rep,N,n_X,sigma2_x,ATE_est,NDE_d0_est,NIE_d1_est,NIE_d0_est,ATE_true,NDE_d0_true,NIE_d1_true,NIE_d0_true,ATE_bias,NDE_d0_bias,NIE_d1_bias,NIE_d0_bias,converged,first_10_loss,last_10_loss,last_10_loss_sd,relative_drop,relative_sd
dmavae,1,N1000_nX10_sx1,91,1000,10,1,1.627433,1.016709,0.610724,0.343992,1.697771,1.122293,0.575477,0.383652,-0.070338,-0.105584,0.035247,-0.039660,True,28.167457,19.756476,0.017731,0.298606,0.000897
dmavae,1,N1000_nX10_sx1,92,1000,10,1,1.760353,1.102645,0.657708,0.427963,1.678861,1.103375,0.575487,0.383658,0.081492,-0.000730,0.082222,0.044305,True,28.102439,20.204054,0.007526,0.281057,0.000373
dmavae,1,N1000_nX10_sx1,93,1000,10,1,1.730783,1.129430,0.601353,0.368434,1.715701,1.140218,0.575483,0.383655,0.015082,-0.010788,0.025870,-0.015221,True,28.472097,19.803393,0.023074,0.304463,0.001165
dmavae,1,N1000_nX10_sx1,94,1000,10,1,1.311107,1.011906,0.299202,0.179554,1.682773,1.106984,0.575790,0.383860,-0.371666,-0.095078,-0.276588,-0.204306,True,27.756483,19.713161,0.016277,0.289782,0.000826
dmavae,1,N1000_nX10_sx1,95,1000,10,1,1.683241,1.183021,0.500219,0.337534,1.693872,1.118444,0.575427,0.383618,-0.010631,0.064577,-0.075208,-0.046084,True,27.541014,19.835519,0.013453,0.279783,0.000678
dmavae,1,N1000_nX10_sx1,96,1000,10,1,1.949624,1.223047,0.726577,0.472998,1.701174,1.125550,0.575624,0.383749,0.248450,0.097497,0.150953,0.089249,True,28.322340,19.859747,0.009684,0.298796,0.000488
dmavae,1,N1000_nX10_sx1,97,1000,10,1,1.888892,1.210105,0.678788,0.413115,1.689433,1.113155,0.576278,0.384185,0.199459,0.096949,0.102510,0.028930,True,27.924813,19.930137,0.015479,0.286293,0.000777
dmavae,1,N1000_nX10_sx1,98,1000,10,1,2.120380,1.364961,0.755420,0.501904,1.696289,1.120578,0.575710,0.383807,0.424092,0.244383,0.179709,0.118097,True,27.834496,19.940835,0.011621,0.283593,0.000583
dmavae,1,N1000_nX10_sx1,99,1000,10,1,1.551214,1.020949,0.530265,0.316734,1.712750,1.136989,0.575761,0.383841,-0.161537,-0.116041,-0.045496,-0.067107,True,27.721346,19.800852,0.009684,0.285718,0.000489
dmavae,1,N1000_nX10_sx1,100,1000,10,1,1.789885,1.159123,0.630762,0.436941,1.695544,1.119911,0.575633,0.383755,0.094341,0.039212,0.055130,0.053186,True,27.933943,19.829129,0.013909,0.290142,0.000701
dmavae,5,N1000_nX10_sx3,1,1000,10,3,1.785460,1.030298,0.755162,0.490896,1.709126,1.133187,0.575938,0.383959,0.076334,-0.102889,0.179223,0.106937,True,28.003270,20.997190,0.012526,0.250188,0.000597
dmavae,5,N1000_nX10_sx3,2,1000,10,3,1.903454,1.128575,0.774879,0.562171,1.702140,1.126610,0.575531,0.383687,0.201314,0.001966,0.199349,0.178484,True,29.827751,21.219522,0.014099,0.288598,0.000664
dmavae,5,N1000_nX10_sx3,3,1000,10,3,1.885565,1.082726,0.802839,0.576830,1.689326,1.113966,0.575360,0.383573,0.196239,-0.031240,0.227478,0.193256,True,28.281605,21.174518,0.018493,0.251297,0.000873
dmavae,5,N1000_nX10_sx3,4,1000,10,3,1.643615,1.066252,0.577362,0.347692,1.692186,1.117633,0.574554,0.383036,-0.048572,-0.051380,0.002808,-0.035344,True,28.071796,20.902682,0.011790,0.255385,0.000564
dmavae,5,N1000_nX10_sx3,5,1000,10,3,1.896618,1.052551,0.844068,0.496198,1.707997,1.132517,0.575481,0.383654,0.188621,-0.079966,0.268587,0.112544,True,28.355694,21.115800,0.017234,0.255324,0.000816
dmavae,5,N1000_nX10_sx3,6,1000,10,3,1.881842,1.090017,0.791825,0.490866,1.664386,1.088456,0.575930,0.383953,0.217456,0.001561,0.215896,0.106913,True,27.723196,21.078020,0.009386,0.239697,0.000445
dmavae,5,N1000_nX10_sx3,7,1000,10,3,1.905821,1.294916,0.610905,0.389186,1.711997,1.136199,0.575797,0.383865,0.193825,0.158717,0.035108,0.005321,True,27.460161,21.161365,0.017258,0.229379,0.000816
dmavae,5,N1000_nX10_sx3,8,1000,10,3,2.035140,1.246800,0.788340,0.543447,1.711594,1.136307,0.575287,0.383525,0.323546,0.110493,0.213053,0.159922,True,28.025808,21.128454,0.008623,0.246107,0.000408
dmavae,5,N1000_nX10_sx3,9,1000,10,3,1.908709,1.280717,0.627992,0.428733,1.689508,1.114911,0.574597,0.383064,0.219202,0.165806,0.053396,0.045669,True,27.768039,21.030274,0.007354,0.242645,0.000350
dmavae,5,N1000_nX10_sx3,10,1000,10,3,1.928221,1.287537,0.640684,0.407010,1.705251,1.129773,0.575478,0.383652,0.222969,0.157763,0.065206,0.023358,True,28.743358,21.143574,0.012447,0.264401,0.000589
dmavae,5,N1000_nX10_sx3,11,1000,10,3,1.850798,1.172304,0.678494,0.401389,1.705074,1.129664,0.575411,0.383607,0.145724,0.042641,0.103083,0.017782,True,28.734096,21.041800,0.014996,0.267706,0.000713
dmavae,5,N1000_nX10_sx3,12,1000,10,3,1.881124,1.086348,0.794776,0.502359,1.682513,1.106323,0.576191,0.384127,0.198611,-0.019975,0.218586,0.118232,True,28.263226,21.017037,0.008527,0.256382,0.000406
dmavae,5,N1000_nX10_sx3,13,1000,10,3,1.789701,1.141804,0.647898,0.415010,1.695460,1.120562,0.574898,0.383265,0.094241,0.021242,0.072999,0.031744,True,27.467484,21.000135,0.017297,0.235455,0.000824
dmavae,5,N1000_nX10_sx3,14,1000,10,3,1.679267,1.159250,0.520016,0.331880,1.708468,1.132682,0.575786,0.383858,-0.029201,0.026569,-0.055770,-0.051977,True,27.516312,21.162753,0.016624,0.230902,0.000786
dmavae,5,N1000_nX10_sx3,15,1000,10,3,1.826237,1.021054,0.805182,0.520446,1.689951,1.113831,0.576120,0.384080,0.136286,-0.092776,0.229062,0.136366,True,28.742616,21.219892,0.022634,0.261727,0.001067
dmavae,5,N1000_nX10_sx3,16,1000,10,3,2.313476,1.401167,0.912310,0.637887,1.681666,1.105393,0.576273,0.384182,0.631810,0.295774,0.336037,0.253705,True,29.169760,21.259428,0.011755,0.271183,0.000553
dmavae,5,N1000_nX10_sx3,17,1000,10,3,1.923474,1.102016,0.821458,0.532700,1.693643,1.118325,0.575318,0.383545,0.229831,-0.016309,0.246140,0.149155,True,27.858219,21.023107,0.015586,0.245354,0.000741
