method,scenario_id,scenario,rep,N,n_X,sigma2_x,ATE_est,NDE_d0_est,NIE_d1_est,NIE_d0_est,ATE_true,NDE_d0_true,NIE_d1_true,NIE_d0_true,ATE_bias,NDE_d0_bias,NIE_d1_bias,NIE_d0_bias,converged,first_10_loss,last_10_loss,last_10_loss_sd,relative_drop,relative_sd
cmavae,1,N1000_nX10_sx1,11,1000,10,1,1.532722,1.104080,0.428642,0.287712,1.716903,1.140895,0.576008,0.384006,-0.184181,-0.036814,-0.147366,-0.096294,True,29.749810,19.404605,0.007881,0.347740,0.000406
cmavae,1,N1000_nX10_sx1,12,1000,10,1,1.480432,0.874827,0.605606,0.332519,1.705487,1.129915,0.575573,0.383715,-0.225055,-0.255088,0.030033,-0.051196,True,29.077372,19.503140,0.005741,0.329267,0.000294
cmavae,1,N1000_nX10_sx1,13,1000,10,1,1.831734,1.120646,0.711088,0.408973,1.694321,1.117925,0.576396,0.384264,0.137413,0.002722,0.134691,0.024709,True,29.218411,19.721004,0.006467,0.325049,0.000328
cmavae,1,N1000_nX10_sx1,14,1000,10,1,1.812696,1.201103,0.611592,0.439695,1.659156,1.083891,0.575264,0.383510,0.153540,0.117212,0.036328,0.056185,True,29.591203,19.630985,0.008342,0.336594,0.000425
cmavae,1,N1000_nX10_sx1,15,1000,10,1,1.601808,1.085606,0.516202,0.349921,1.711819,1.135735,0.576084,0.384056,-0.110011,-0.050129,-0.059882,-0.034136,True,30.825016,19.419132,0.006808,0.370020,0.000351
cmavae,1,N1000_nX10_sx1,16,1000,10,1,1.590665,1.053136,0.537529,0.305211,1.703116,1.126599,0.576517,0.384344,-0.112451,-0.073463,-0.038987,-0.079134,True,29.875658,19.527575,0.006940,0.346372,0.000355
cmavae,1,N1000_nX10_sx1,17,1000,10,1,1.398312,0.887160,0.511152,0.318145,1.691940,1.115951,0.575989,0.383993,-0.293628,-0.228791,-0.064837,-0.065848,True,29.901735,19.590251,0.008553,0.344846,0.000437
cmavae,1,N1000_nX10_sx1,18,1000,10,1,1.518352,0.964698,0.553654,0.371149,1.714513,1.138216,0.576297,0.384198,-0.196161,-0.173518,-0.022643,-0.013050,True,29.900350,19.463805,0.010368,0.349044,0.000533
cmavae,1,N1000_nX10_sx1,19,1000,10,1,1.639124,1.075901,0.563223,0.399330,1.675652,1.100330,0.575323,0.383548,-0.036528,-0.024429,-0.012099,0.015781,True,29.628897,19.474507,0.006470,0.342719,0.000332
cmavae,1,N1000_nX10_sx1,20,1000,10,1,1.672090,1.133363,0.538727,0.370293,1.719025,1.143331,0.575694,0.383796,-0.046935,-0.009968,-0.036967,-0.013503,True,29.982801,19.578141,0.006798,0.347021,0.000347
cmavae,1,N1000_nX10_sx1,21,1000,10,1,1.680542,1.144211,0.536331,0.361768,1.714574,1.138658,0.575916,0.383944,-0.034032,0.005553,-0.039585,-0.022176,True,30.676398,19.582333,0.008208,0.361648,0.000419
cmavae,1,N1000_nX10_sx1,22,1000,10,1,1.616025,0.973785,0.642240,0.414862,1.706133,1.130792,0.575340,0.383560,-0.090108,-0.157007,0.066900,0.031302,True,29.754970,19.371010,0.006207,0.348982,0.000320
cmavae,1,N1000_nX10_sx1,23,1000,10,1,1.874725,1.149514,0.725210,0.482168,1.710606,1.134851,0.575755,0.383837,0.164118,0.014663,0.149455,0.098331,True,30.391245,19.599454,0.005957,0.355095,0.000304
cmavae,1,N1000_nX10_sx1,24,1000,10,1,1.700947,1.054381,0.646566,0.372765,1.672889,1.096791,0.576098,0.384065,0.028058,-0.042411,0.070468,-0.011301,True,28.598568,19.529841,0.007871,0.317104,0.000403
cmavae,1,N1000_nX10_sx1,25,1000,10,1,1.767154,1.086092,0.681062,0.444683,1.712532,1.138192,0.574340,0.382894,0.054621,-0.052100,0.106722,0.061789,True,29.871931,19.524654,0.005880,0.346388,0.000301
cmavae,1,N1000_nX10_sx1,26,1000,10,1,1.886984,1.180219,0.706765,0.479492,1.721315,1.146363,0.574952,0.383302,0.165668,0.033856,0.131812,0.096190,True,30.151721,19.733520,0.010428,0.345526,0.000528
cmavae,1,N1000_nX10_sx1,27,1000,10,1,1.656139,0.961697,0.694442,0.465290,1.723220,1.147147,0.576073,0.384048,-0.067081,-0.185450,0.118369,0.081241,True,29.493421,19.676792,0.009432,0.332841,0.000479
cmavae,1,N1000_nX10_sx1,28,1000,10,1,1.877466,1.152342,0.725124,0.533487,1.709716,1.133421,0.576295,0.384197,0.167750,0.018921,0.148829,0.149291,True,30.099784,19.673924,0.007262,0.346377,0.000369
cmavae,1,N1000_nX10_sx1,29,1000,10,1,1.730535,1.229049,0.501486,0.349573,1.671674,1.095688,0.575986,0.383991,0.058860,0.133361,-0.074501,-0.034418,True,28.905059,19.573674,0.006261,0.322829,0.000320
cmavae,1,N1000_nX10_sx1,30,1000,10,1,1.566198,0.958088,0.608110,0.385782,1.711242,1.136297,0.574944,0.383296,-0.145044,-0.178209,0.033165,0.002486,True,30.697057,19.522979,0.007185,0.364011,0.000368
cmavae,1,N1000_nX10_sx1,31,1000,10,1,1.450290,1.155207,0.295083,0.188186,1.701806,1.125964,0.575842,0.383895,-0.251516,0.029243,-0.280759,-0.195709,True,28.373024,19.403061,0.007443,0.316144,0.000384
cmavae,1,N1000_nX10_sx1,32,1000,10,1,1.588516,1.165238,0.423279,0.326771,1.693463,1.118306,0.575157,0.383438,-0.104947,0.046932,-0.151879,-0.056667,True,29.144838,19.550088,0.006357,0.329209,0.000325
cmavae,1,N1000_nX10_sx1,33,1000,10,1,1.513655,1.031808,0.481847,0.305796,1.678194,1.102825,0.575368,0.383579,-0.164538,-0.071017,-0.093521,-0.077783,True,29.378047,19.493535,0.007727,0.336459,0.000396
cmavae,1,N1000_nX10_sx1,34,1000,10,1,1.610217,1.073954,0.536263,0.312984,1.695020,1.119382,0.575637,0.383758,-0.084803,-0.045429,-0.039374,-0.070774,True,29.320403,19.533389,0.006881,0.333795,0.000352
cmavae,1,N1000_nX10_sx1,35,1000,10,1,1.674703,1.149644,0.525059,0.354371,1.703573,1.127121,0.576452,0.384302,-0.028871,0.022523,-0.051394,-0.029930,True,29.892886,19.696671,0.006652,0.341092,0.000338
cmavae,1,N1000_nX10_sx1,36,1000,10,1,1.675974,1.020800,0.655173,0.384212,1.686976,1.110477,0.576499,0.384333,-0.011003,-0.089677,0.078674,-0.000120,True,30.057202,19.515707,0.010736,0.350714,0.000550
cmavae,1,N1000_nX10_sx1,37,1000,10,1,1.580546,1.049845,0.530701,0.361193,1.680680,1.104866,0.575815,0.383876,-0.100134,-0.055020,-0.045113,-0.022683,True,29.627137,19.558135,0.004234,0.339857,0.000216
cmavae,1,N1000_nX10_sx1,38,1000,10,1,1.773031,1.064407,0.708624,0.453141,1.698169,1.123259,0.574910,0.383273,0.074862,-0.058852,0.133714,0.069867,True,29.505254,19.662614,0.005201,0.333589,0.000265
cmavae,1,N1000_nX10_sx1,39,1000,10,1,1.554608,1.093852,0.460756,0.289545,1.690354,1.114354,0.576000,0.384000,-0.135746,-0.020502,-0.115245,-0.094455,True,29.389040,19.729890,0.005267,0.328665,0.000267
cmavae,1,N1000_nX10_sx1,40,1000,10,1,1.571546,1.139182,0.432364,0.248691,1.684245,1.107743,0.576503,0.384335,-0.112700,0.031439,-0.144139,-0.135644,True,29.245161,19.660093,0.004644,0.327749,0.000236
cmavae,1,N1000_nX10_sx1,41,1000,10,1,1.556623,1.032616,0.524007,0.313688,1.676463,1.099503,0.576960,0.384640,-0.119840,-0.066887,-0.052953,-0.070952,True,29.889199,19.707170,0.008228,0.340659,0.000418
cmavae,1,N1000_nX10_sx1,42,1000,10,1,1.610002,1.116522,0.493481,0.331471,1.702352,1.125921,0.576432,0.384288,-0.092350,-0.009399,-0.082951,-0.052817,True,29.092687,19.562886,0.007864,0.327567,0.000402
cmavae,1,N1000_nX10_sx1,43,1000,10,1,1.695003,1.198134,0.496869,0.326492,1.733532,1.157386,0.576146,0.384097,-0.038529,0.040748,-0.079276,-0.057605,True,29.571745,19.473853,0.005637,0.341471,0.000289
cmavae,1,N1000_nX10_sx1,44,1000,10,1,1.762450,1.202472,0.559977,0.358792,1.721858,1.145546,0.576312,0.384208,0.040591,0.056926,-0.016335,-0.025416,True,30.001262,19.578575,0.007145,0.347408,0.000365
cmavae,1,N1000_nX10_sx1,45,1000,10,1,1.654448,1.154528,0.499920,0.336594,1.689838,1.115298,0.574540,0.383026,-0.035390,0.039230,-0.074619,-0.046433,True,28.826422,19.470508,0.008321,0.324560,0.000427
cmavae,1,N1000_nX10_sx1,46,1000,10,1,1.556097,1.101305,0.454791,0.314502,1.700956,1.125138,0.575818,0.383879,-0.144859,-0.023833,-0.121026,-0.069376,True,29.090782,19.660853,0.006710,0.324155,0.000341
cmavae,1,N1000_nX10_sx1,47,1000,10,1,1.647180,1.145182,0.501998,0.338338,1.723604,1.148253,0.575351,0.383567,-0.076424,-0.003071,-0.073353,-0.045229,True,28.687926,19.376546,0.007824,0.324575,0.000404
cmavae,1,N1000_nX10_sx1,48,1000,10,1,1.572163,0.990230,0.581933,0.381400,1.713351,1.137269,0.576082,0.384054,-0.141188,-0.147040,0.005852,-0.002654,True,29.811318,19.643538,0.008274,0.341071,0.000421
cmavae,1,N1000_nX10_sx1,49,1000,10,1,1.572460,1.121204,0.451256,0.273556,1.738977,1.162851,0.576126,0.384084,-0.166517,-0.041647,-0.124870,-0.110528,True,30.557535,19.438932,0.009397,0.363858,0.000483
cmavae,1,N1000_nX10_sx1,50,1000,10,1,1.987249,1.198326,0.788923,0.568937,1.712892,1.135946,0.576946,0.384630,0.274358,0.062380,0.211977,0.184307,True,30.082238,19.674775,0.008114,0.345967,0.000412
cmavae,1,N1000_nX10_sx1,51,1000,10,1,1.748126,0.969230,0.778896,0.472626,1.686264,1.111522,0.574742,0.383162,0.061862,-0.142292,0.204154,0.089465,True,29.924326,19.509280,0.006908,0.348046,0.000354
cmavae,1,N1000_nX10_sx1,52,1000,10,1,1.694918,1.117465,0.577453,0.367229,1.683799,1.107752,0.576047,0.384031,0.011119,0.009713,0.001406,-0.016802,True,29.182631,19.501806,0.009088,0.331732,0.000466
cmavae,1,N1000_nX10_sx1,53,1000,10,1,1.349667,0.853973,0.495694,0.291584,1.689594,1.113990,0.575604,0.383736,-0.339927,-0.260017,-0.079910,-0.092152,True,29.764838,19.497714,0.007744,0.344941,0.000397
cmavae,1,N1000_nX10_sx1,54,1000,10,1,1.605211,1.026613,0.578598,0.408423,1.709895,1.133501,0.576393,0.384262,-0.104683,-0.106888,0.002205,0.024161,True,29.343096,19.474653,0.010604,0.336312,0.000544
cmavae,1,N1000_nX10_sx1,55,1000,10,1,1.493237,1.014692,0.478545,0.304855,1.698324,1.122209,0.576115,0.384077,-0.205087,-0.107517,-0.097570,-0.079221,True,28.399413,19.645879,0.007683,0.308229,0.000391
cmavae,1,N1000_nX10_sx1,56,1000,10,1,1.820031,1.333676,0.486355,0.337534,1.717972,1.142562,0.575410,0.383607,0.102059,0.191114,-0.089056,-0.046073,True,31.263347,19.550156,0.007385,0.374662,0.000378
cmavae,1,N1000_nX10_sx1,57,1000,10,1,1.641158,0.962219,0.678939,0.439407,1.715553,1.140050,0.575503,0.383669,-0.074396,-0.177832,0.103436,0.055739,True,29.319043,19.494862,0.005764,0.335079,0.000296
cmavae,1,N1000_nX10_sx1,58,1000,10,1,1.754131,1.096033,0.658098,0.417790,1.734753,1.159422,0.575331,0.383554,0.019378,-0.063389,0.082766,0.034236,True,30.017088,19.470829,0.009050,0.351342,0.000465
cmavae,1,N1000_nX10_sx1,59,1000,10,1,1.750258,1.153850,0.596408,0.392414,1.715591,1.139821,0.575769,0.383846,0.034667,0.014029,0.020638,0.008568,True,29.972041,19.652459,0.008517,0.344307,0.000433
cmavae,1,N1000_nX10_sx1,60,1000,10,1,1.444422,1.033197,0.411225,0.266084,1.693578,1.117151,0.576427,0.384284,-0.249155,-0.083954,-0.165201,-0.118200,True,29.203962,19.341573,0.006427,0.337707,0.000332
cmavae,1,N1000_nX10_sx1,61,1000,10,1,1.713581,1.161757,0.551824,0.348615,1.719874,1.144826,0.575048,0.383365,-0.006292,0.016932,-0.023224,-0.034751,True,30.152043,19.539856,0.005796,0.351956,0.000297
cmavae,1,N1000_nX10_sx1,62,1000,10,1,1.901464,1.086922,0.814543,0.571163,1.700658,1.124838,0.575820,0.383880,0.200807,-0.037916,0.238723,0.187283,True,29.759901,19.524521,0.003961,0.343932,0.000203
cmavae,1,N1000_nX10_sx1,63,1000,10,1,1.512174,0.944110,0.568064,0.412556,1.718283,1.142791,0.575492,0.383661,-0.206108,-0.198680,-0.007428,0.028895,True,28.880509,19.557144,0.008387,0.322826,0.000429
cmavae,1,N1000_nX10_sx1,64,1000,10,1,1.762887,1.097557,0.665330,0.440191,1.702522,1.126449,0.576073,0.384049,0.060365,-0.028892,0.089257,0.056142,True,29.628542,19.666588,0.006583,0.336228,0.000335
cmavae,1,N1000_nX10_sx1,65,1000,10,1,1.479355,1.016037,0.463317,0.257067,1.684059,1.108371,0.575688,0.383792,-0.204705,-0.092334,-0.112371,-0.126726,True,28.506294,19.608032,0.007215,0.312151,0.000368
cmavae,1,N1000_nX10_sx1,66,1000,10,1,1.586452,0.995253,0.591199,0.393726,1.703840,1.127536,0.576303,0.384202,-0.117387,-0.132283,0.014896,0.009524,True,29.772258,19.692853,0.007371,0.338550,0.000374
cmavae,1,N1000_nX10_sx1,67,1000,10,1,1.850723,0.965161,0.885562,0.568256,1.691288,1.115769,0.575520,0.383680,0.159435,-0.150607,0.310042,0.184577,True,30.506171,19.672225,0.003179,0.355139,0.000162
cmavae,1,N1000_nX10_sx1,68,1000,10,1,1.801478,1.066598,0.734880,0.502163,1.667921,1.092811,0.575110,0.383406,0.133558,-0.026213,0.159771,0.118757,True,29.395021,19.458866,0.006432,0.338022,0.000331
cmavae,1,N1000_nX10_sx1,69,1000,10,1,1.559623,1.187903,0.371721,0.245907,1.703537,1.128200,0.575337,0.383558,-0.143914,0.059703,-0.203616,-0.137651,True,29.631264,19.490464,0.006558,0.342233,0.000336
cmavae,1,N1000_nX10_sx1,70,1000,10,1,1.630585,1.074774,0.555811,0.384055,1.717336,1.141953,0.575382,0.383588,-0.086751,-0.067179,-0.019572,0.000467,True,29.665240,19.638529,0.005823,0.337995,0.000297
cmavae,1,N1000_nX10_sx1,71,1000,10,1,1.684536,0.983201,0.701334,0.449687,1.700097,1.123716,0.576382,0.384255,-0.015562,-0.140514,0.124953,0.065433,True,28.615828,19.545177,0.008719,0.316980,0.000446
cmavae,1,N1000_nX10_sx1,72,1000,10,1,1.803646,1.016653,0.786993,0.461843,1.688159,1.113012,0.575146,0.383431,0.115487,-0.096359,0.211846,0.078412,True,30.660600,19.516931,0.007001,0.363452,0.000359
cmavae,1,N1000_nX10_sx1,73,1000,10,1,1.644546,1.048986,0.595560,0.355418,1.692996,1.117624,0.575371,0.383581,-0.048450,-0.068638,0.020189,-0.028163,True,29.501155,19.568045,0.006863,0.336702,0.000351
cmavae,1,N1000_nX10_sx1,74,1000,10,1,1.742710,1.269271,0.473439,0.309512,1.712939,1.136594,0.576345,0.384230,0.029772,0.132677,-0.102906,-0.074717,True,29.650159,19.437981,0.005697,0.344422,0.000293
cmavae,1,N1000_nX10_sx1,75,1000,10,1,1.666342,0.996090,0.670251,0.424797,1.710099,1.134242,0.575856,0.383904,-0.043757,-0.138152,0.094395,0.040893,True,29.841262,19.480554,0.005492,0.347194,0.000282
cmavae,1,N1000_nX10_sx1,76,1000,10,1,1.809505,1.126196,0.683308,0.472679,1.688917,1.114041,0.574877,0.383251,0.120588,0.012156,0.108432,0.089428,True,29.658183,19.440301,0.005610,0.344522,0.000289
cmavae,1,N1000_nX10_sx1,77,1000,10,1,1.769445,1.004837,0.764608,0.485371,1.706654,1.131671,0.574983,0.383322,0.062792,-0.126833,0.189625,0.102049,True,30.006539,19.441496,0.005746,0.352091,0.000296
cmavae,1,N1000_nX10_sx1,78,1000,10,1,1.620692,1.084668,0.536024,0.329187,1.674564,1.099118,0.575447,0.383631,-0.053872,-0.014450,-0.039423,-0.054444,True,29.947406,19.554020,0.009379,0.347055,0.000480
cmavae,1,N1000_nX10_sx1,79,1000,10,1,1.798420,1.288395,0.510025,0.324302,1.706509,1.130703,0.575806,0.383870,0.091911,0.157692,-0.065781,-0.059568,True,30.135697,19.293286,0.008795,0.359786,0.000456
cmavae,1,N1000_nX10_sx1,80,1000,10,1,1.618343,1.161640,0.456703,0.300225,1.731974,1.156039,0.575936,0.383957,-0.113631,0.005602,-0.119233,-0.083732,True,29.155618,19.603563,0.004442,0.327623,0.000227
cmavae,1,N1000_nX10_sx1,81,1000,10,1,1.846995,1.114699,0.732297,0.325719,1.689872,1.112941,0.576931,0.384621,0.157123,0.001758,0.155366,-0.058902,True,29.444462,19.533612,0.007548,0.336595,0.000386
cmavae,1,N1000_nX10_sx1,82,1000,10,1,1.735709,1.063256,0.672453,0.422517,1.735529,1.159740,0.575789,0.383860,0.000180,-0.096484,0.096664,0.038658,True,28.754520,19.552982,0.008428,0.320003,0.000431
cmavae,1,N1000_nX10_sx1,83,1000,10,1,1.408148,0.949787,0.458361,0.309665,1.695506,1.119295,0.576211,0.384141,-0.287358,-0.169508,-0.117850,-0.074475,True,29.581447,19.490396,0.006395,0.341128,0.000328
cmavae,1,N1000_nX10_sx1,84,1000,10,1,1.922690,1.214307,0.708383,0.460366,1.687489,1.111854,0.575635,0.383757,0.235201,0.102453,0.132748,0.076609,True,29.221161,19.589541,0.005269,0.329611,0.000269
cmavae,1,N1000_nX10_sx1,85,1000,10,1,1.703213,1.055718,0.647494,0.475800,1.708999,1.133735,0.575264,0.383510,-0.005786,-0.078016,0.072230,0.092291,True,29.089312,19.461188,0.007232,0.330985,0.000372
cmavae,1,N1000_nX10_sx1,86,1000,10,1,1.702710,0.985006,0.717704,0.460227,1.696254,1.120209,0.576045,0.384030,0.006456,-0.135203,0.141659,0.076197,True,30.832076,19.592185,0.007378,0.364552,0.000377
cmavae,1,N1000_nX10_sx1,87,1000,10,1,1.705702,1.154907,0.550796,0.365943,1.720236,1.144747,0.575489,0.383659,-0.014534,0.010159,-0.024693,-0.017716,True,29.668783,19.547050,0.008271,0.341158,0.000423
cmavae,1,N1000_nX10_sx1,88,1000,10,1,1.882613,1.173009,0.709604,0.422692,1.724735,1.148881,0.575854,0.383903,0.157878,0.024128,0.133750,0.038789,True,30.676303,19.570577,0.006198,0.362029,0.000317
cmavae,1,N1000_nX10_sx1,89,1000,10,1,1.520357,1.014159,0.506198,0.325530,1.693820,1.117800,0.576019,0.384013,-0.173463,-0.103642,-0.069821,-0.058483,True,29.284466,19.650615,0.006156,0.328975,0.000313
cmavae,1,N1000_nX10_sx1,90,1000,10,1,1.675532,1.200361,0.475170,0.315443,1.713452,1.138870,0.574582,0.383055,-0.037920,0.061492,-0.099411,-0.067612,True,29.876819,19.579638,0.005255,0.344655,0.000268
cmavae,1,N1000_nX10_sx1,91,1000,10,1,1.485182,1.020406,0.464776,0.265336,1.697771,1.122293,0.575477,0.383652,-0.212588,-0.101887,-0.110701,-0.118315,True,29.664803,19.580976,0.005330,0.339926,0.000272
cmavae,1,N1000_nX10_sx1,92,1000,10,1,1.419021,0.824362,0.594659,0.371997,1.678861,1.103375,0.575487,0.383658,-0.259841,-0.279013,0.019172,-0.011661,True,30.272004,19.756335,0.009987,0.347373,0.000505
cmavae,1,N1000_nX10_sx1,93,1000,10,1,1.680074,1.104164,0.575910,0.337444,1.715701,1.140218,0.575483,0.383655,-0.035627,-0.036054,0.000427,-0.046211,True,28.910083,19.500637,0.011881,0.325473,0.000609
cmavae,1,N1000_nX10_sx1,94,1000,10,1,1.302528,1.027892,0.274636,0.168483,1.682773,1.106984,0.575790,0.383860,-0.380246,-0.079092,-0.301154,-0.215376,True,28.757128,19.496135,0.008372,0.322042,0.000429
cmavae,1,N1000_nX10_sx1,95,1000,10,1,1.626853,1.156777,0.470076,0.314757,1.693872,1.118444,0.575427,0.383618,-0.067018,0.038333,-0.105351,-0.068861,True,28.825324,19.532333,0.006179,0.322390,0.000316
cmavae,1,N1000_nX10_sx1,96,1000,10,1,1.825759,1.197565,0.628194,0.395337,1.701174,1.125550,0.575624,0.383749,0.124585,0.072014,0.052571,0.011588,True,30.022048,19.611856,0.004625,0.346752,0.000236
cmavae,1,N1000_nX10_sx1,97,1000,10,1,1.631672,1.018891,0.612781,0.351711,1.689433,1.113155,0.576278,0.384185,-0.057761,-0.094264,0.036503,-0.032474,True,30.106506,19.594037,0.009643,0.349176,0.000492
cmavae,1,N1000_nX10_sx1,98,1000,10,1,1.855755,1.161967,0.693788,0.435208,1.696289,1.120578,0.575710,0.383807,0.159466,0.041389,0.118077,0.051401,True,30.557714,19.469906,0.007799,0.362848,0.000401
cmavae,1,N1000_nX10_sx1,99,1000,10,1,1.517335,1.021319,0.496016,0.290749,1.712750,1.136989,0.575761,0.383841,-0.195416,-0.115670,-0.079745,-0.093092,True,28.693470,19.488401,0.007506,0.320807,0.000385
cmavae,1,N1000_nX10_sx1,100,1000,10,1,1.670478,1.144408,0.526070,0.363773,1.695544,1.119911,0.575633,0.383755,-0.025066,0.024497,-0.049563,-0.019982,True,29.907031,19.625063,0.009945,0.343798,0.000507
cmavae,5,N1000_nX10_sx3,1,1000,10,3,1.700305,1.053962,0.646343,0.417335,1.709126,1.133187,0.575938,0.383959,-0.008821,-0.079226,0.070404,0.033376,True,29.949818,20.781113,0.002388,0.306136,0.000115
cmavae,5,N1000_nX10_sx3,2,1000,10,3,1.817544,1.071099,0.746444,0.517052,1.702140,1.126610,0.575531,0.383687,0.115403,-0.055510,0.170914,0.133365,True,30.431486,20.954552,0.006421,0.311419,0.000306
cmavae,5,N1000_nX10_sx3,3,1000,10,3,1.803518,1.073538,0.729980,0.513311,1.689326,1.113966,0.575360,0.383573,0.114192,-0.040428,0.154620,0.129738,True,31.294129,20.810676,0.007842,0.334997,0.000377
cmavae,5,N1000_nX10_sx3,4,1000,10,3,1.501576,1.080021,0.421555,0.244127,1.692186,1.117633,0.574554,0.383036,-0.190611,-0.037612,-0.152999,-0.138909,True,29.584713,20.659917,0.003644,0.301669,0.000176
cmavae,5,N1000_nX10_sx3,5,1000,10,3,1.845189,1.060825,0.784363,0.468858,1.707997,1.132517,0.575481,0.383654,0.137191,-0.071691,0.208883,0.085205,True,29.876807,20.820971,0.004457,0.303106,0.000214
cmavae,5,N1000_nX10_sx3,6,1000,10,3,1.784941,1.121936,0.663005,0.401623,1.664386,1.088456,0.575930,0.383953,0.120555,0.033480,0.087075,0.017670,True,28.671335,20.783720,0.003515,0.275105,0.000169
cmavae,5,N1000_nX10_sx3,7,1000,10,3,1.875566,1.300907,0.574659,0.359483,1.711997,1.136199,0.575797,0.383865,0.163569,0.164708,-0.001139,-0.024382,True,29.708466,20.819538,0.004675,0.299205,0.000225
cmavae,5,N1000_nX10_sx3,8,1000,10,3,1.841273,1.134189,0.707084,0.469332,1.711594,1.136307,0.575287,0.383525,0.129679,-0.002118,0.131797,0.085808,True,30.423217,20.855106,0.004816,0.314500,0.000231
cmavae,5,N1000_nX10_sx3,9,1000,10,3,1.714108,1.121296,0.592812,0.384543,1.689508,1.114911,0.574597,0.383064,0.024601,0.006385,0.018216,0.001478,True,28.421326,20.681239,0.004707,0.272334,0.000228
cmavae,5,N1000_nX10_sx3,10,1000,10,3,1.685637,1.137517,0.548120,0.321998,1.705251,1.129773,0.575478,0.383652,-0.019615,0.007743,-0.027358,-0.061654,True,29.798536,20.796606,0.005634,0.302093,0.000271
cmavae,5,N1000_nX10_sx3,11,1000,10,3,1.846007,1.422446,0.423562,0.260131,1.705074,1.129664,0.575411,0.383607,0.140933,0.292782,-0.151849,-0.123476,True,29.624836,20.818947,0.005812,0.297247,0.000279
cmavae,5,N1000_nX10_sx3,12,1000,10,3,1.807764,1.093800,0.713965,0.455480,1.682513,1.106323,0.576191,0.384127,0.125251,-0.012523,0.137774,0.071353,True,28.636172,20.737626,0.004776,0.275824,0.000230
cmavae,5,N1000_nX10_sx3,13,1000,10,3,1.698522,1.095294,0.603228,0.388159,1.695460,1.120562,0.574898,0.383265,0.003061,-0.025269,0.028330,0.004894,True,29.982644,20.733554,0.005429,0.308481,0.000262
cmavae,5,N1000_nX10_sx3,14,1000,10,3,1.557310,1.152150,0.405160,0.259549,1.708468,1.132682,0.575786,0.383858,-0.151158,0.019468,-0.170626,-0.124309,True,30.073693,20.887626,0.004603,0.305452,0.000220
cmavae,5,N1000_nX10_sx3,15,1000,10,3,1.775288,1.018368,0.756920,0.478566,1.689951,1.113831,0.576120,0.384080,0.085337,-0.095463,0.180799,0.094486,True,29.728175,20.923572,0.004353,0.296170,0.000208
cmavae,5,N1000_nX10_sx3,16,1000,10,3,2.019667,1.149751,0.869916,0.581781,1.681666,1.105393,0.576273,0.384182,0.338002,0.044358,0.293643,0.197599,True,30.377720,20.940179,0.003701,0.310673,0.000177
